outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
vegan,mpbamod,Count,0.03951036083625,1.0403012772203055,1.0039588517165847,-0.09515064,0.1719943,1.00976359991991,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegan,mpbamod,Proportion,0.0072937928395,1.0073204573355066,1.0007296453457026,-1.1695455,1.1867855,1.01584512445743,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegan,vegan,Count,0.126576163521,1.1349358885977252,1.012738063040742,-0.0881352975,0.3659422,1.01367583470913,Pooled,POOLED,NA,Plant-based,0.06666666666666667
vegan,vegan,Proportion,1.52601324297667,4.599801925880072,1.1648604847857311,0.19023315,2.55692725,1.00076641190236,Pooled,POOLED,NA,Plant-based,0.06666666666666667
vegan,vegetarian,Count,0.04886597446098,1.0500796038234819,1.0048985563348882,-0.0108371075,0.11390195,1.02697827685503,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegan,vegetarian,Proportion,1.26185195176,3.5319564472411122,1.134492251321396,0.2246477,2.17138925,1.01170145582976,Pooled,POOLED,NA,Plant-based,0.05714285714285715
total,mpbamod,Count,-0.10536051565782628,NA,0.9898709119458416,-0.2744368457017603,0.04879016416943205,1.0026710443279,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Total,0.05714285714285715
total,mpbamod,Count,0.01980262729617973,NA,1.0021405276335686,0.009950330853168092,0.03922071315328133,1.0049037414506,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Total,0.05714285714285715
total,mpbamod,Count,0,NA,1.00014438629271,-0.030459207484708574,0.02955880224154443,1.00150769986479,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Total,0.05714285714285715
total,mpbamod,Count,0.09531017980432493,NA,1.0091411802514505,-0.020202707317519466,0.2151113796169455,1.00184208186749,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Total,0.05714285714285715
total,mpbamod,Count,0.1823215567939546,NA,1.0181075886112223,0.11332868530700327,0.2468600779315258,1.0008533834341,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/SRQS8F7JWA9MZ.png,Total,0.05714285714285715
total,mpbamod,Count,0.01980262729617973,NA,1.0016418248875791,0,0.03922071315328133,1.00196972669011,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Total,0.05714285714285715
total,mpbamod,Proportion,-0.916290731874155,NA,0.9131853653834298,-3.912023005428146,1.1786549963416462,1.00352921596288,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Total,0.05714285714285715
total,mpbamod,Proportion,0.3364722366212129,NA,1.0339461697778511,-0.01005033585350145,0.6678293725756554,1.00188846561414,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Total,0.05714285714285715
total,mpbamod,Proportion,-0.5108256237659907,NA,0.9505939231255488,-1.7147984280919266,0.5306282510621704,1.00137827362729,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Total,0.05714285714285715
total,mpbamod,Proportion,0.7227059828014898,NA,1.075123951169111,-1.5141277326297755,3.170945291110651,1.00458559499168,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Total,0.05714285714285715
total,mpbamod,Proportion,1.6770965609079151,NA,1.1826734965518264,1.0296194171811581,2.330200260027019,1.0022502494334,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/SRQS8F7JWA9MZ.png,Total,0.05714285714285715
