"fit_dir","total_dir","analysis","outcome","gamma_index","level","restaurant","type_fine","model_col","total_source","mean","median","q2.5","q16","q84","q97.5"
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",-0.0883211829,-0.0872705,-0.184554275,-0.136257524,-0.04103,0.00606595000000004
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",-0.0216166961607599,-0.02188982,-0.044323645,-0.0331099904,-0.009898948,0.0015317375
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",-0.02884013440315,-0.02889165,-0.1126218075,-0.069499304,0.011999632,0.0541111375
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","SRQS8F7JWA9MZ","level","exposure_SRQS8F7JWA9MZ_1","matched_restaurant",0.09221891875,0.094314,-0.135780575,-0.02374592,0.20767772,0.32375825
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","W8T41JZK0ZMEP","level","exposure_W8T41JZK0ZMEP_1","matched_restaurant",-0.036093000098105,-0.0360699225,-0.0568867225,-0.046864668,-0.02523581688,-0.014814929
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",1,"pooled",NA,"level",NA,"mu_gamma_total",0.01472358384325,0.03430865,-0.48802565,-0.232423904,0.24250536,0.458427949275
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",2,"pooled",NA,"slope",NA,"mu_gamma_total",-0.045616442930075,-0.0472919500000001,-2.9730215,-1.4590698,1.40116804,2.84190515
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop","a1_proportion","meat",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",-0.72055766463875,-0.69541075,-3.0793168,-1.89305236,0.43433816,1.5422172
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop","a1_proportion","meat",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",-1.1652670332555,-1.17058905,-3.028682875,-2.075315544,-0.23669616,0.613135575
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop","a1_proportion","meat",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",-1.0791660884888,-1.0814945,-2.377468775,-1.75390724,-0.4308756,0.192952075000001
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop","a1_proportion","meat",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",-0.78054114444425,-0.78753,-3.652051825,-2.27012824,0.7293564,2.03566325
