outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
total,vegetarian,Proportion,0.688134638736401,NA,1.0469417363872338,-1.3470736479666092,1.6808279085207734,1.0064553162768997,Restaurant,2HRX9P6HKXA8V,Total
total,vegetarian,Proportion,0.4885800148186709,NA,1.0396057030820438,-0.6348782724359695,1.2267122912954254,1.0145408961366638,Restaurant,JHDN7CF1C03X5,Total
total,vegetarian,Proportion,2.2126603854660587,NA,1.197598875627277,0.5068176023684519,3.7157647828953184,1.0229312371202928,Restaurant,L69HYJ4Y3TR91,Total
total,vegetarian,Proportion,1.5686159179138452,NA,1.156250099944273,0.5653138090500605,2.4706386779902956,1.0119345852308799,Restaurant,ED5J990H5VAZT,Total
total,vegetarian,Proportion,1.749199854809259,NA,1.1725828088874126,0.6575200029167941,2.758109400974947,1.0097281611138869,Restaurant,W8T41JZK0ZMEP,Total
nonvegan,mpbamod,Count,0.1906203596086497,NA,1.018828477087878,0.12221763272424911,0.25464221837358075,1.002570422870471,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Count,-0.09431067947124129,NA,0.990675492429736,-0.2613647641344075,0.058268908123975824,1.0014599497979777,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Count,0,NA,1.0002906979971546,-0.030459207484708574,0.02955880224154443,1.0021661346107695,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Count,0.0769610411361284,NA,1.007081453543047,-0.06187540371808753,0.20701416938432612,1.007156468161086,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Count,0.01980262729617973,NA,1.0019126806703784,0,0.03922071315328133,1.0005175358269083,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Count,0.01980262729617973,NA,1.002033072501589,0,0.03922071315328133,1.0004728256587565,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,mpbamod,Proportion,1.7884205679625405,NA,1.1894583942549346,1.0577902941478545,2.4069451083182885,1.0008902008909388,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Proportion,-0.4620354595965587,NA,0.9048706695857268,-3.912023005428146,1.0224509277025455,1.0024786225661988,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Proportion,0.02955880224154443,NA,0.9883129086258479,-1.2378743560016174,0.9745596399981308,1.0123569206913887,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Proportion,1.297463147413275,NA,1.0566764790670011,-1.7719568419318752,3.045474365448805,1.0026035555940087,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Proportion,0.30010459245033816,NA,1.0291055772172126,-0.06187540371808753,0.6418538861723947,1.0077050919427775,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Proportion,-0.020202707317519466,NA,0.9857946525512055,-1.2039728043259361,0.8919980393051105,1.0034493391452677,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegan,Count,0.8197798314933114,NA,1.0850215775036405,0.6678293725756554,0.9707789171582248,1.0006234488679857,Restaurant,SRQS8F7JWA9MZ,Animal
