outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,q1_lo,q1_hi
nonvegan,mpba-modifiable,proportion,1.0051407962804686,0.9151321252050175,1.1046492071765202,1.0526136639550299,1.0051407962804686,1.00089020089094,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.9580202975380097,1.0545789300536716
nonvegan,mpba-modifiable,proportion,0.9338230263456735,0.8056743301615567,1.0787980457194974,0.5042498599230585,0.9338230263456735,1.00344933914527,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.8668073448006535,1.0060199071501166
nonvegan,vegan,count,1.006218926361935,0.8839932076746273,1.1414918531575975,1.006218926361935,1.0006201590831492,1.0011037818454,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.9426925207011183,1.0740262657604898
nonvegan,vegan,count,0.9932952401285589,0.9173042025888724,1.0748821740095664,0.9932952401285589,0.9993274924596313,1.00100634099216,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.9539271781558469,1.0342880008612783
nonvegan,vegan,count,0.9935360402089447,0.9701724580341615,1.0165904125610952,0.9935360402089447,0.9993517160623686,0.999923313073786,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.9817610591265986,1.0054522472832985
nonvegan,vegan,count,0.9803815147746028,0.9126521410550837,1.0519033026944389,0.9803815147746028,0.9980206133461665,1.0050097936646,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.9455028296798974,1.0165468408350973
nonvegan,vegan,count,0.9515460284946508,0.7674073104171294,1.1765130837112685,0.9515460284946508,0.9950455918933027,1.00062344886799,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.8532775192768092,1.061131723136622
nonvegan,vegan,count,1.0072774531598954,0.9863214705271252,1.028257050602399,1.0072774531598954,1.0007253729833294,1.00373239301576,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.9966348039813532,1.0180337507692219
nonvegan,vegan,proportion,1.0023341015773661,0.7875550054745276,1.2493409971322287,1.0235877093326757,1.0023341015773661,1.00012645538623,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.8910252943160126,1.1275478458287027
nonvegan,vegan,proportion,0.9845402337009355,0.8469835529697661,1.146888617775494,0.8557259157756301,0.9845402337009355,1.00157654697256,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.9112766398687744,1.0636939754271288
nonvegan,vegan,proportion,0.9695685886723796,0.8455629376789552,1.1071903675333608,0.7341509602265339,0.9695685886723796,1.00063410102128,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.9051324159613684,1.0385919579973064
