outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
meat,mpbamod,Proportion,-0.06187540371808753,-2.659260036932778,3.2538567937634464,1.000022247277456,Restaurant,L69HYJ4Y3TR91,Animal
meat,mpbamod,Proportion,0.1570037488096647,-0.527632742082372,0.85015092936961,1.0001463437432314,Restaurant,ED5J990H5VAZT,Animal
meat,mpbamod,Proportion,-0.37106368139083207,-1.7147984280919266,0.9858167945227654,1.0005326022787238,Restaurant,W8T41JZK0ZMEP,Animal
meat,vegan,Count,0.7323678937132266,0.5538851132264376,0.9122827104766164,0.9998095131019148,Restaurant,SRQS8F7JWA9MZ,Animal
meat,vegan,Count,0.01980262729617973,-0.23572233352106983,0.26236426446749106,1.0016353540071203,Restaurant,2HRX9P6HKXA8V,Animal
meat,vegan,Count,-0.01005033585350145,-0.020202707317519466,0.009950330853168092,1.0000305105643374,Restaurant,JHDN7CF1C03X5,Animal
meat,vegan,Count,0.08617769624105241,0.01980262729617973,0.1570037488096647,1.0012910351088382,Restaurant,L69HYJ4Y3TR91,Animal
meat,vegan,Count,0.19885085874516517,0.10436001532424286,0.30010459245033816,1.0014195038137939,Restaurant,ED5J990H5VAZT,Animal
meat,vegan,Count,-0.01005033585350145,-0.030459207484708574,0.009950330853168092,0.999756636234879,Restaurant,W8T41JZK0ZMEP,Animal
meat,vegan,Proportion,2.341805806147327,1.6863989535702288,3.0473755067058295,0.9997779487384696,Restaurant,SRQS8F7JWA9MZ,Animal
meat,vegan,Proportion,-0.23572233352106983,-2.995732273553991,2.302585092994046,0.9999496521919647,Restaurant,2HRX9P6HKXA8V,Animal
meat,vegan,Proportion,-0.08338160893905101,-0.9942522733438669,0.8712933659434193,1.0010173571863343,Restaurant,JHDN7CF1C03X5,Animal
meat,vegan,Proportion,1.6505798557652755,-0.4620354595965587,3.8571443439181565,0.9996913522429502,Restaurant,L69HYJ4Y3TR91,Animal
meat,vegan,Proportion,-1.1394342831883648,-2.8134107167600364,0.36464311358790924,1.0001055659047962,Restaurant,ED5J990H5VAZT,Animal
meat,vegan,Proportion,-0.8915981192837836,-2.2072749131897207,0.36464311358790924,1.001981464058656,Restaurant,W8T41JZK0ZMEP,Animal
meat,vegetarian,Count,-0.01005033585350145,-0.030459207484708574,0.01980262729617973,1.0001109123658585,Restaurant,SRQS8F7JWA9MZ,Animal
meat,vegetarian,Count,0.009950330853168092,-0.11653381625595151,0.11332868530700327,1.0045770222468915,Restaurant,2HRX9P6HKXA8V,Animal
meat,vegetarian,Count,0,-0.01005033585350145,0.009950330853168092,1.0020721555382381,Restaurant,JHDN7CF1C03X5,Animal
meat,vegetarian,Count,0.0769610411361284,0.02955880224154443,0.131028262406404,1.0003873750459877,Restaurant,L69HYJ4Y3TR91,Animal
meat,vegetarian,Count,0.11332868530700327,0.0769610411361284,0.14842000511827322,1.0003980219451063,Restaurant,ED5J990H5VAZT,Animal
